id,breed,breed_2,chonky,height,fur,is_kitten,tail_length,cat_face_only,face_smush,tail_fur,eye_colour_right,eye_colour_left,right_ear_size,left_ear_size,fur_type,comments
european shorthair_bzvvyfkvte.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,4,-1,2,
european shorthair_ccjslhbgen.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,4,4,2,
european shorthair_cfzfenmerb.jpg,domestic shorthair,european shorthair,1,-1,2,0,-1,0,0,-1,5,5,4,4,2,
european shorthair_citrpcgqyv.jpg,domestic shorthair,european shorthair,2,1,2,0,2,0,0,1,5,5,4,4,2,
european shorthair_cundswiwmh.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,2,2,4,4,2,
european shorthair_cxwmksdkkg.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,1,2,2,4,4,2,
european shorthair_dapyzoocga.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,4,4,2,
european shorthair_dhqpeitcpx.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,4,4,2,
european shorthair_dmfczxawrs.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,1,5,1,4,4,4,
european shorthair_dybnjcxcwl.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,4,4,2,
european shorthair_evyumxlseo.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,6,6,4,4,2,
european shorthair_fkyshcadir.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,4,4,2,
european shorthair_gjkhnrzuby.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,4,4,2,
european shorthair_gmsffstrhw.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,1,5,5,4,4,2,
european shorthair_gwhqgtairf.jpg,domestic shorthair,european shorthair,2,1,2,0,2,0,0,1,-1,2,4,4,2,
european shorthair_hbhefdeohz.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,4,4,2,
european shorthair_hoadgmywms.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,3,3,-1,4,3,
european shorthair_hqfaoslzte.jpg,domestic shorthair,european shorthair,2,1,2,0,2,0,0,1,5,5,4,4,2,
european shorthair_iaugpsdrym.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,4,4,2,
european shorthair_iwlwgvuzac.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,2,5,5,4,4,3,
european shorthair_jkqyhbuhpz.jpg,domestic shorthair,european shorthair,1,0,2,1,2,0,0,1,5,5,4,4,2,
european shorthair_jolphmvvgq.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,2,2,4,4,2,
european shorthair_jvewlxwneb.jpg,domestic shorthair,european shorthair,2,1,2,0,-1,0,0,-1,2,2,4,4,2,
european shorthair_kbvqkdhhor.jpg,domestic shorthair,european shorthair,2,1,2,0,2,0,0,1,5,5,4,4,2,
european shorthair_koneeqywia.jpg,domestic shorthair,european shorthair,2,-1,2,0,2,0,0,1,5,5,4,4,2,
european shorthair_lavevrgsqo.jpg,domestic shorthair,european shorthair,2,1,2,0,-1,0,0,-1,2,2,4,4,2,
european shorthair_lgygxbpdkb.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,-1,4,2,
european shorthair_lovotgmdza.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,1,5,5,4,4,2,
european shorthair_lptqgapzxp.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,4,4,2,
european shorthair_lzwobksqey.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,1,5,5,4,4,2,
european shorthair_mdxlxspdmw.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,4,4,2,
european shorthair_mwbsxfdbtl.jpg,domestic shorthair,european shorthair,2,1,2,0,2,0,0,1,3,3,4,4,2,
european shorthair_mwcboxbbwj.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,1,6,6,4,4,3,
european shorthair_obkruakfdd.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,2,2,4,4,2,
european shorthair_oduwuwhawl.jpg,domestic shorthair,european shorthair,2,-1,2,0,-1,0,0,-1,5,5,4,4,3,
european shorthair_ohncvhvfyz.jpg,domestic shorthair,european shorthair,2,-1,2,0,-1,0,0,-1,2,2,4,4,2,
european shorthair_pivaatrpsh.jpg,domestic shorthair,european shorthair,1,0,2,1,2,0,0,-1,2,2,4,4,2,
european shorthair_pliirteckn.jpg,domestic shorthair,european shorthair,1,0,2,1,2,0,0,1,6,6,4,4,2,
european shorthair_pmecrcpkoy.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,4,4,0,
european shorthair_pmudidtxlu.jpg,domestic shorthair,european shorthair,1,-1,2,0,-1,0,0,-1,2,2,4,4,2,
european shorthair_pxnwhgmphw.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,1,5,5,4,4,2,
european shorthair_pyekkzsjfo.jpg,domestic shorthair,european shorthair,2,1,2,0,2,0,0,1,5,5,4,4,2,
european shorthair_qmhlmoodhz.jpg,domestic shorthair,european shorthair,2,1,2,0,-1,0,0,-1,5,5,4,4,2,
european shorthair_qpmfdzcjri.jpg,domestic shorthair,european shorthair,1,1,2,0,-1,0,0,-1,2,2,4,4,2,
european shorthair_qslwsdoxpi.jpg,domestic shorthair,european shorthair,1,-1,2,0,-1,0,0,-1,-1,-1,4,4,2,
european shorthair_qstgaqqpux.jpg,domestic shorthair,european shorthair,2,-1,2,0,-1,0,0,-1,5,5,4,4,2,
european shorthair_qwjapzvdpv.jpg,domestic shorthair,european shorthair,2,-1,2,0,-1,0,0,1,5,5,4,4,2,
european shorthair_qzafroqxow.jpg,domestic shorthair,european shorthair,1,1,2,0,-1,0,0,-1,5,5,4,4,2,
european shorthair_rcikkrnsut.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,2,2,4,4,2,
european shorthair_rcttyzdhie.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,2,2,-1,-1,-1,
european shorthair_rtxmtzcbiv.jpg,domestic shorthair,european shorthair,1,-1,2,0,-1,0,0,-1,5,5,4,4,2,
european shorthair_sbcbgetyme.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,1,2,2,4,4,2,
european shorthair_stkifhyqjk.jpg,domestic shorthair,european shorthair,1,1,2,0,-1,0,0,-1,5,5,4,4,2,
european shorthair_tpugzmfpta.jpg,domestic shorthair,european shorthair,1,1,2,0,-1,0,0,-1,2,2,4,4,2,
european shorthair_usvgaztxnl.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,-1,4,2,
european shorthair_uwtwjcuehe.jpg,domestic shorthair,european shorthair,1,1,2,0,-1,0,0,-1,5,5,4,4,2,
european shorthair_vbkrngcfem.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,4,4,2,
european shorthair_vhapljxhpj.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,1,5,5,4,4,2,
european shorthair_vywapwvdfk.jpg,british shorthair,british shorthair,-1,-1,2,0,-1,1,0,-1,1,1,4,4,1,Padrão Lynx
european shorthair_wqleazjgxv.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,1,2,2,4,4,2,
european shorthair_wxpcaexmsa.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,-1,-1,4,4,3,
european shorthair_xgqctzmfgk.jpg,domestic shorthair,european shorthair,1,-1,2,0,-1,0,0,-1,5,5,4,4,2,
european shorthair_ynflonmpik.jpg,domestic shorthair,european shorthair,2,1,2,0,-1,0,0,-1,5,5,4,4,2,
european shorthair_ysnwnjlmay.jpg,domestic shorthair,european shorthair,1,-1,2,0,-1,0,0,-1,3,3,4,4,2,
european shorthair_ywcobwirtk.jpg,domestic shorthair,european shorthair,2,1,2,0,2,0,0,-1,5,5,4,4,2,
european shorthair_ywyaxqsuab.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,2,2,4,4,2,
european shorthair_zfiraqctrn.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,1,5,5,4,4,2,
european shorthair_zjzgpdpyci.jpg,domestic shorthair,european shorthair,2,1,2,0,-1,0,0,-1,2,2,4,4,2,
european shorthair_zsprxxokco.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,2,2,4,-1,2,
japanese bobtail_vltjknrwkj.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,-1,-1,2,
manx_quhzopczrg.jpg,domestic shorthair,european shorthair,1,1,2,0,-1,0,0,-1,2,2,4,4,2,
pixiebob longhair_ahieodgdix.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,1,2,2,4,4,2,
pixiebob_xsutgknhnw.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,1,2,2,4,4,2,
snowshoe_eizftndmsa.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,1,5,5,4,4,2,
thai_eipsuswbuu.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,5,5,4,4,2,
thai_kxmsrsbvkq.jpg,domestic shorthair,european shorthair,1,1,2,0,-1,0,0,-1,-1,-1,4,4,2,
thai_uerrocyjky.jpg,domestic shorthair,european shorthair,1,1,2,0,2,0,0,1,5,5,4,4,2,
thai_wnvtabchzv.jpg,domestic shorthair,european shorthair,-1,-1,2,0,-1,1,0,-1,-1,-1,4,4,2,
toyger_ihaasspliy.jpg,domestic shorthair,european shorthair,2,-1,2,0,-1,0,0,-1,5,5,4,4,2,
exotic shorthair_bennvmgyyk.jpg,exotic shorthair,exotic shorthair,1,1,2,0,-1,0,1,-1,7,7,4,4,0,
exotic shorthair_cjfyhaytwo.jpeg,exotic shorthair,exotic shorthair,1,0,2,1,-1,0,1,-1,-2,-2,4,4,3,
exotic shorthair_egolibfsch.jpg,exotic shorthair,exotic shorthair,1,0,2,1,-1,0,1,-1,2,2,3,3,4,
exotic shorthair_fnzhyvfgwd.jpg,exotic shorthair,exotic shorthair,-1,-1,2,1,-1,1,1,1,1,1,3,3,0,
exotic shorthair_hgsixzqoyu.jpg,exotic shorthair,exotic shorthair,1,0,2,1,-1,0,1,-1,2,2,4,4,2,
exotic shorthair_hjmjughkit.jpg,exotic shorthair,exotic shorthair,-1,-1,2,0,-1,1,1,-1,2,2,3,3,0,
exotic shorthair_icwsyhswdg.jpg,exotic shorthair,exotic shorthair,1,0,2,1,-1,0,1,-1,1,1,3,3,2,
exotic shorthair_ifdgfuhmzj.jpg,exotic shorthair,exotic shorthair,2,1,2,0,-1,0,1,-1,7,7,3,3,0,
exotic shorthair_jpjrslalxt.jpg,exotic shorthair,exotic shorthair,2,0,2,1,-1,0,1,-1,-2,-2,3,3,0,
exotic shorthair_ldnpqttmcc.jpg,exotic shorthair,exotic shorthair,-1,-1,2,0,-1,1,1,-1,6,6,-1,-1,3,
exotic shorthair_lphawyltyr.jpg,exotic shorthair,exotic shorthair,2,1,2,0,-1,0,1,-1,6,6,3,3,3,
exotic shorthair_malclithlz.jpg,exotic shorthair,exotic shorthair,-1,-1,2,1,-1,1,1,-1,5,5,3,3,0,
exotic shorthair_mckyhpewfu.jpg,exotic shorthair,exotic shorthair,2,0,2,1,-1,0,1,-1,2,2,3,3,3,
exotic shorthair_mdenoczwyd.jpg,exotic shorthair,exotic shorthair,1,0,2,1,2,0,1,1,1,1,3,3,0,
exotic shorthair_mnhidxokhv.jpg,exotic shorthair,exotic shorthair,2,0,2,1,2,0,1,1,1,1,3,3,3,
exotic shorthair_mtatfppuhn.jpg,exotic shorthair,exotic shorthair,-1,-1,2,0,-1,1,1,-1,1,1,-1,4,0,
exotic shorthair_ocyzumuoie.jpg,exotic shorthair,exotic shorthair,2,1,2,0,-1,0,1,-1,6,6,4,4,2,
exotic shorthair_ouebjdlwyx.jpg,exotic shorthair,exotic shorthair,1,1,2,0,2,0,1,1,6,6,3,3,2,
exotic shorthair_pbidvuuyue.jpg,exotic shorthair,exotic shorthair,-1,-1,2,0,-1,1,1,-1,6,6,3,3,3,
exotic shorthair_plmhtcufaw.jpeg,exotic shorthair,exotic shorthair,1,0,2,1,-1,0,1,-1,-2,-2,3,3,3,
exotic shorthair_qfokevqamq.jpeg,exotic shorthair,exotic shorthair,1,1,2,0,2,0,1,1,2,2,4,4,3,
exotic shorthair_qupvtciioi.jpg,exotic shorthair,exotic shorthair,1,0,2,1,2,0,1,1,-2,-2,3,3,3,
exotic shorthair_rbvyyxnhyd.jpg,exotic shorthair,exotic shorthair,1,1,2,0,-1,0,1,-1,6,6,4,4,0,
exotic shorthair_sgjguftpds.jpg,exotic shorthair,exotic shorthair,-1,-1,2,0,-1,1,1,-1,7,7,4,4,6,
exotic shorthair_spgesiblkg.jpg,exotic shorthair,exotic shorthair,1,0,2,1,-1,0,1,-1,-2,-2,3,3,2,
exotic shorthair_srqvttutjn.jpeg,exotic shorthair,exotic shorthair,2,0,2,1,2,0,1,1,2,2,4,4,3,
exotic shorthair_sumcgujfel.jpg,exotic shorthair,exotic shorthair,-1,-1,2,0,-1,1,1,-1,6,6,4,4,3,
exotic shorthair_ttazrgvxvy.jpg,exotic shorthair,exotic shorthair,2,0,2,1,-1,0,1,-1,2,2,3,3,2,
exotic shorthair_ugnuevxjbt.jpg,exotic shorthair,exotic shorthair,-1,-1,2,0,-1,1,1,-1,7,7,4,4,0,
exotic shorthair_ugrvkgwrug.jpg,exotic shorthair,exotic shorthair,-1,-1,2,0,-1,1,1,-1,7,7,4,4,3,
exotic shorthair_vqvmpvzoqd.jpg,exotic shorthair,exotic shorthair,2,1,2,0,2,0,1,1,7,7,3,3,2,
exotic shorthair_wphvyvdujh.jpg,exotic shorthair,exotic shorthair,2,-1,2,0,-1,0,1,-1,6,6,3,3,3,
exotic shorthair_wqhyfvhmov.jpg,exotic shorthair,exotic shorthair,2,1,2,0,-1,0,1,-1,7,7,4,4,2,
exotic shorthair_wytevkarso.jpg,exotic shorthair,exotic shorthair,2,1,2,0,2,0,1,1,7,7,3,3,2,
exotic shorthair_xcqeyihevp.jpg,exotic shorthair,exotic shorthair,1,0,2,1,2,0,1,1,2,2,4,4,3,
exotic shorthair_xhzopqbpdn.jpg,exotic shorthair,exotic shorthair,-1,-1,2,0,-1,1,1,-1,6,6,3,3,0,
exotic shorthair_yolexzcnqe.jpg,exotic shorthair,exotic shorthair,1,0,2,1,2,0,1,1,1,1,3,3,3,
exotic shorthair_zmfghlgbjj.jpg,exotic shorthair,exotic shorthair,2,0,2,1,2,0,1,1,2,2,3,3,2,
minuet_ijqmeainns.jpg,exotic shorthair,exotic shorthair,1,0,2,1,-1,0,1,-1,2,2,3,3,0,
havana brown_aenpvmywkp.jpg,havana brown,havana brown,0,0,2,1,-1,0,0,-1,2,2,5,5,0,
havana brown_bczzwkocay.jpg,havana brown,havana brown,-1,-1,2,0,-1,1,0,-1,5,5,4,4,0,
havana brown_bwgvlcsinc.jpg,havana brown,havana brown,1,1,2,0,-1,0,0,-1,5,5,4,4,0,
havana brown_bzulibgopb.jpg,havana brown,havana brown,0,0,2,1,-1,0,0,-1,2,2,5,5,0,
havana brown_dllundefdu.jpg,havana brown,havana brown,1,1,2,0,2,0,0,1,2,2,4,4,0,
havana brown_dzgufllfrv.jpg,havana brown,havana brown,-1,-1,2,0,-1,1,0,-1,2,2,4,4,0,
havana brown_fmqytftcpn.jpg,havana brown,havana brown,1,1,2,0,2,0,0,1,5,5,4,4,0,
havana brown_hnehildewj.jpg,havana brown,havana brown,1,-1,2,0,-1,0,0,-1,5,5,5,5,0,
havana brown_jitgsjinrv.jpg,havana brown,havana brown,1,1,2,0,2,0,0,1,5,5,4,4,0,
havana brown_jrmtyhddlr.jpg,havana brown,havana brown,1,1,2,0,2,0,0,1,-1,2,4,4,0,
havana brown_lbjscallwm.jpg,havana brown,havana brown,1,1,2,0,-1,0,0,-1,2,2,4,4,0,
havana brown_ldymjqipkh.jpg,havana brown,havana brown,1,-1,2,0,-1,0,0,-1,2,2,4,4,0,
havana brown_mfjqoefewc.jpg,havana brown,havana brown,1,1,2,0,2,0,0,1,5,5,4,4,0,
havana brown_ogjafqdrev.jpg,havana brown,havana brown,0,-1,2,1,-1,0,0,-1,2,2,5,5,0,
havana brown_pagfwwrzfs.jpg,havana brown,havana brown,0,-1,2,1,-1,0,0,-1,2,2,5,5,0,
havana brown_pjahxujttt.jpg,havana brown,havana brown,-1,-1,2,0,-1,1,0,-1,5,5,4,4,0,
havana brown_qwareaipqn.jpg,havana brown,havana brown,-1,-1,2,0,-1,1,0,-1,5,5,4,4,0,
havana brown_rjkgfjrpae.jpg,havana brown,havana brown,-1,-1,2,0,-1,1,0,-1,2,2,3,3,0,
havana brown_rpanjmigbo.jpg,havana brown,havana brown,2,1,2,0,2,0,0,1,5,5,4,4,0,
havana brown_smmajtuykz.jpg,havana brown,havana brown,1,1,2,0,2,0,0,1,2,2,4,4,0,
havana brown_ssaqqplnsy.jpg,havana brown,havana brown,1,1,2,0,2,0,0,1,5,5,4,4,0,
havana brown_ukctcpixfy.jpg,havana brown,havana brown,1,1,2,0,-1,0,0,-1,5,5,5,5,0,
havana brown_wblmommdnp.jpg,havana brown,havana brown,1,0,2,1,2,0,0,-1,2,2,5,5,0,
havana brown_wjyztsdivp.jpg,havana brown,havana brown,1,1,2,0,-1,0,0,-1,2,2,4,4,0,
havana brown_wvzokszmyp.jpg,havana brown,havana brown,1,-1,2,0,-1,0,0,-1,5,5,4,4,0,
havana brown_ymfsvbhwiz.jpg,havana brown,havana brown,-1,-1,2,0,-1,1,0,-1,5,5,4,4,0,
havana brown_ynnppnuejh.gif,havana brown,havana brown,1,1,2,0,-1,0,0,-1,2,2,4,4,0,
thai_koiihzegwl.jpg,havana brown,havana brown,1,1,2,0,-1,0,0,-1,2,2,4,4,0,
american longhair_fljllupavx.jpg,himalayan,himalayan,-1,-1,3,0,-1,0,0,-1,1,1,-1,-1,0,
Birman-31937681_3094.jpg,himalayan,himalayan,-1,-1,3,0,-1,1,0,-1,1,1,4,4,1,Padrão Blue Point
Birman-35285887_2237.jpg,himalayan,himalayan,2,1,3,0,-1,0,0,-1,-1,-1,4,4,1,
Birman-36612258_1960.jpg,himalayan,himalayan,1,1,3,0,2,0,1,2,1,1,4,4,1,
himalayan_bxezxdikne.jpg,himalayan,himalayan,-1,-1,3,0,-1,1,0,-1,1,1,4,4,1,
himalayan_bzucwzjfyz.jpg,himalayan,himalayan,2,1,3,0,2,0,1,2,1,1,4,4,1,Padrão Blue Point
himalayan_ccmcpvcdxi.jpg,himalayan,himalayan,1,1,3,0,2,0,0,2,1,1,4,4,1,
himalayan_dajabwydyw.jpg,himalayan,himalayan,2,0,3,1,-1,0,0,-1,1,1,4,4,1,
himalayan_eqjwqpfljo.jpg,himalayan,himalayan,2,1,3,0,2,0,0,2,-1,-1,4,4,1,
himalayan_fcqdrzeowi.jpg,himalayan,himalayan,2,1,3,0,2,0,1,2,1,1,4,4,1,Padrão Red Point
himalayan_gafmwsmoit.jpg,himalayan,himalayan,2,1,3,0,2,0,1,2,1,1,4,4,0,
himalayan_hsjusumgfb.jpg,himalayan,himalayan,2,-1,3,0,-1,0,1,-1,1,1,4,4,1,
himalayan_huvytlworw.jpg,himalayan,himalayan,-1,-1,3,0,-1,1,1,-1,1,1,4,4,1,
himalayan_hyhwcijhxd.jpg,himalayan,himalayan,1,-1,3,0,-1,0,0,-1,1,1,4,4,1,
himalayan_iqogjrpjvl.jpg,himalayan,himalayan,2,1,3,0,2,0,1,2,1,1,3,3,1,
himalayan_jobzhwnehb.jpg,himalayan,himalayan,2,-1,3,1,-1,0,1,-1,1,1,4,4,0,
himalayan_lsevymgndt.jpg,himalayan,himalayan,-1,-1,3,0,-1,1,1,-1,1,1,4,4,1,
himalayan_mykzwqxwyd.jpg,himalayan,himalayan,-1,-1,3,0,-1,1,0,-1,1,1,4,4,1,
himalayan_nxsxculmxi.jpg,himalayan,himalayan,-1,-1,3,0,-1,1,1,-1,1,1,4,4,1,
himalayan_odqbrbcsqh.jpg,himalayan,himalayan,2,1,3,0,2,0,1,2,1,1,4,4,1,Padrão Blue Point
himalayan_oioeecwvwp.jpg,himalayan,himalayan,2,1,3,0,2,0,1,2,1,1,3,3,1,
himalayan_siytwdiuip.jpg,himalayan,himalayan,1,1,3,0,2,0,0,2,1,1,4,4,1,
himalayan_ugwqbhzufz.jpg,himalayan,himalayan,2,-1,3,0,-1,0,0,-1,1,1,4,4,1,
himalayan_uzfgsboust.jpg,birman,birman,-1,-1,3,1,-1,1,0,-1,1,1,5,5,1,
himalayan_wdozozenwg.jpg,himalayan,himalayan,-1,-1,3,0,2,0,0,2,1,1,4,4,1,
himalayan_wyrxcisaws.jpg,himalayan,himalayan,2,0,3,1,2,0,0,2,1,1,4,4,1,
himalayan_xwqfwymlyw.jpg,himalayan,himalayan,2,0,3,1,-1,0,0,-1,1,1,4,4,1,Padrão Blue Point
himalayan_zkpudgdgtz.jpg,himalayan,himalayan,2,1,3,0,2,0,0,2,1,1,4,4,1,
himalayan_zyswempxvy.jpg,himalayan,himalayan,1,0,3,1,2,0,0,2,1,1,3,3,1,Padrão Blue Point
minuet_sgzhlzhkrb.jpg,himalayan,himalayan,2,1,3,0,2,0,1,2,-2,-2,4,4,1,Padrão Red Point
cymric_jtbmigwfrn.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,2,2,4,4,4,
japanese bobtail longhair_awcymzccdc.PNG,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,7,7,4,4,4,
japanese bobtail longhair_ayajjmckde.jpg,japanese bobtail,japanese bobtail,-1,-1,2,1,-1,1,0,-1,2,2,3,3,4,
japanese bobtail longhair_cagnruciar.jpg,japanese bobtail,japanese bobtail,-1,-1,2,0,-1,1,0,-1,1,2,4,4,4,
japanese bobtail longhair_dezsersbzv.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,3,5,5,4,4,3,
japanese bobtail longhair_dsiscyrxau.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,5,5,4,4,3,
japanese bobtail longhair_fsmjninoqf.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,-1,-1,4,4,3,
japanese bobtail longhair_gtlxmjhags.jpg,japanese bobtail,japanese bobtail,2,1,2,0,1,0,0,3,5,5,4,4,3,
japanese bobtail longhair_iwlluelgiz.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,1,1,4,4,4,
japanese bobtail longhair_ldnmmpgaxl.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,5,5,4,4,4,
japanese bobtail longhair_nqvsscxdjx.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,-1,5,4,4,3,
japanese bobtail longhair_qeonqihehd.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,2,2,4,4,3,
japanese bobtail longhair_rimnswjhvn.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,1,2,4,4,4,
japanese bobtail longhair_rycythorim.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,5,5,4,4,4,
japanese bobtail longhair_uejdudhszd.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,2,1,5,4,4,4,
japanese bobtail longhair_ustwuqxmty.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,5,5,4,4,4,
japanese bobtail longhair_uzvrujevlp.gif,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,5,5,4,4,3,
japanese bobtail longhair_xxwdhfrswo.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,2,5,5,3,3,3,
japanese bobtail longhair_ydfarthgfl.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,5,5,4,4,3,
japanese bobtail longhair_ygmalyfowc.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,1,1,4,4,5,
japanese bobtail longhair_yhqmveshgk.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,3,3,4,4,4,
japanese bobtail_agpdrztzls.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,2,6,1,4,4,4,
japanese bobtail_fskfdrynts.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,5,1,4,4,4,
japanese bobtail_hcttnnuqsz.jpg,japanese bobtail,japanese bobtail,1,1,2,0,0,0,0,3,1,5,4,4,3,
japanese bobtail_iiupndeenk.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,2,2,4,4,4,
japanese bobtail_iksicuozle.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,2,2,4,4,4,
japanese bobtail_iznurthxsd.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,-1,1,1,4,4,4,
japanese bobtail_jeekpzqkfg.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,1,1,4,4,3,
japanese bobtail_joxyarkduk.jpg,japanese bobtail,japanese bobtail,-1,-1,2,0,-1,1,0,-1,2,1,4,4,0,
japanese bobtail_kbpoxlxlsv.jpg,japanese bobtail,japanese bobtail,0,0,2,1,1,0,0,1,2,1,4,4,3,
japanese bobtail_kdjhqddedm.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,5,5,4,4,4,
japanese bobtail_melnxbdwtq.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,1,1,4,4,4,
japanese bobtail_mrxonliklr.JPG,japanese bobtail,japanese bobtail,-1,-1,2,0,-1,1,0,-1,1,2,4,4,4,
japanese bobtail_mudbdcapvd.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,2,2,4,4,4,
japanese bobtail_notvjdowll.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,2,2,4,4,3,
japanese bobtail_ntlfsqmvzk.jpg,japanese bobtail,japanese bobtail,0,0,2,1,1,0,0,1,1,1,4,4,4,
japanese bobtail_pgcexinjyu.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,5,5,4,4,4,
japanese bobtail_pgqggfpiwl.jpg,japanese bobtail,japanese bobtail,1,1,2,0,-1,0,0,-1,2,2,4,4,4,
japanese bobtail_ptoqxsuonb.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,5,5,4,4,4,
japanese bobtail_ptquohgwja.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,-1,5,5,4,4,4,
japanese bobtail_rwdszzzpqd.jpg,japanese bobtail,japanese bobtail,1,-1,2,0,1,0,0,1,5,5,4,4,3,
japanese bobtail_stmwjudpzg.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,1,1,4,4,4,
japanese bobtail_vxihdyhlbe.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,1,2,4,4,4,
japanese bobtail_wjwfnfwtmd.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,2,5,5,3,3,0,
japanese bobtail_wqiwuankqg.jpg,japanese bobtail,japanese bobtail,1,1,2,0,1,0,0,1,2,2,4,4,3,
japanese bobtail_wswnttwzvq.jpg,japanese bobtail,japanese bobtail,0,0,2,1,1,0,0,1,6,6,4,4,3,
